user_id,signup_date,churn_date,plan_type,primary_scenario,is_paid,monthly_spend,lifetime_months,total_revenue,is_churned,sessions_per_month,avg_session_depth
user_00678,2024-03-06,2024-06-01,free,writing,False,0,3,0,False,8,1.8
user_00679,2024-02-12,2024-06-01,free,data_analysis,False,0,9,0,False,5,8.9
user_00680,2024-03-26,2024-06-01,pro,data_analysis,True,25,8,200,False,7,5.6
user_00681,2024-02-19,2024-03-20,free,general_qa,False,0,1,0,True,10,9.8
user_00682,2024-01-17,2024-06-01,pro,data_analysis,True,20,6,120,False,5,6.8
user_00683,2024-02-14,2024-06-01,free,general_qa,False,0,8,0,False,8,3.1
user_00684,2024-02-07,2024-06-01,free,general_qa,False,0,8,0,False,3,3.5
user_00685,2024-01-21,2024-04-20,enterprise,coding,True,100,3,300,True,10,3.1
user_00686,2024-02-07,2024-06-01,free,writing,False,0,5,0,False,7,2.8
user_00687,2024-01-29,2024-06-01,pro,general_qa,True,20,5,100,False,16,4.0
user_00688,2024-02-27,2024-06-01,enterprise,general_qa,True,75,5,375,False,5,1.3
user_00689,2024-03-21,2024-05-20,pro,writing,True,20,2,40,True,5,3.9
user_00690,2024-02-05,2024-06-01,free,coding,False,0,4,0,False,8,5.5
user_00691,2024-01-04,2024-06-01,free,general_qa,False,0,6,0,False,6,9.0
user_00692,2024-03-03,2024-06-01,free,writing,False,0,8,0,False,6,1.7
user_00693,2024-03-07,2024-06-01,enterprise,data_analysis,True,75,8,600,False,5,4.7
user_00694,2024-01-16,2024-02-15,free,writing,False,0,1,0,True,7,4.6
user_00695,2024-01-19,2024-06-01,free,general_qa,False,0,6,0,False,7,8.8
user_00696,2024-02-02,2024-04-02,free,general_qa,False,0,2,0,True,7,2.0
user_00697,2024-01-08,2024-02-07,pro,writing,True,20,1,20,True,11,5.5
user_00698,2024-02-08,2024-06-01,pro,coding,True,20,6,120,False,6,6.8
user_00699,2024-03-21,2024-06-01,free,writing,False,0,6,0,False,5,1.6
user_00700,2024-03-16,2024-06-01,free,coding,False,0,5,0,False,8,5.7
user_00701,2024-03-28,2024-06-01,free,coding,False,0,3,0,False,6,2.1
user_00702,2024-02-10,2024-06-01,free,writing,False,0,5,0,False,6,4.4
user_00703,2024-01-03,2024-06-01,enterprise,general_qa,True,75,8,600,False,8,9.5
user_00704,2024-01-18,2024-05-17,free,coding,False,0,4,0,True,6,3.8
user_00705,2024-02-19,2024-06-01,free,data_analysis,False,0,9,0,False,5,2.5
user_00706,2024-01-11,2024-06-01,free,writing,False,0,7,0,False,4,2.3
user_00707,2024-02-24,2024-05-24,free,general_qa,False,0,3,0,True,5,5.2
user_00708,2024-02-01,2024-05-31,free,writing,False,0,4,0,True,7,6.7
user_00709,2024-01-11,2024-06-01,free,general_qa,False,0,5,0,False,7,4.4
user_00710,2024-03-15,2024-04-14,free,writing,False,0,1,0,True,8,1.4
user_00711,2024-01-24,2024-02-23,pro,coding,True,20,1,20,True,10,2.4
user_00712,2024-02-20,2024-05-20,pro,general_qa,True,30,3,90,True,6,3.6
user_00713,2024-03-13,2024-06-01,pro,data_analysis,True,25,3,75,False,5,6.3
user_00714,2024-02-12,2024-06-01,pro,coding,True,25,9,225,False,7,1.5
user_00715,2024-01-18,2024-04-17,free,data_analysis,False,0,3,0,True,10,3.0
user_00716,2024-01-12,2024-03-12,pro,coding,True,30,2,60,True,9,4.6
user_00717,2024-03-26,2024-06-01,pro,writing,True,30,7,210,False,8,2.5
user_00718,2024-03-14,2024-06-01,free,coding,False,0,4,0,False,5,3.3
user_00719,2024-01-31,2024-06-01,enterprise,general_qa,True,100,5,500,False,9,1.9
user_00720,2024-02-11,2024-03-12,free,coding,False,0,1,0,True,11,4.2
user_00721,2024-02-05,2024-06-01,pro,writing,True,25,9,225,False,10,5.1
user_00722,2024-02-20,2024-06-01,pro,writing,True,25,7,175,False,7,1.7
user_00723,2024-02-23,2024-06-01,pro,coding,True,20,5,100,False,2,4.7
user_00724,2024-02-18,2024-06-01,free,writing,False,0,7,0,False,5,3.9
user_00725,2024-02-13,2024-06-01,free,coding,False,0,11,0,False,7,6.8
user_00726,2024-03-21,2024-06-01,free,writing,False,0,8,0,False,8,1.4
user_00727,2024-01-15,2024-06-01,free,writing,False,0,6,0,False,5,10.5
user_00728,2024-02-19,2024-05-19,pro,writing,True,20,3,60,True,10,2.9
user_00729,2024-03-13,2024-06-01,pro,writing,True,20,5,100,False,10,1.3
user_00730,2024-03-26,2024-06-01,free,data_analysis,False,0,6,0,False,7,5.6
user_00731,2024-01-21,2024-02-20,free,writing,False,0,1,0,True,7,5.8
user_00732,2024-03-27,2024-06-01,free,data_analysis,False,0,8,0,False,3,2.3
user_00733,2024-02-03,2024-06-01,free,coding,False,0,5,0,False,9,17.2
user_00734,2024-03-07,2024-06-01,enterprise,writing,True,50,8,400,False,13,2.9
user_00735,2024-03-04,2024-06-01,pro,coding,True,25,3,75,False,10,5.4
user_00736,2024-02-15,2024-06-01,free,general_qa,False,0,6,0,False,5,3.5
user_00737,2024-03-30,2024-06-01,free,general_qa,False,0,3,0,False,8,2.3
user_00738,2024-01-19,2024-06-01,pro,general_qa,True,20,6,120,False,9,7.0
user_00739,2024-03-06,2024-06-01,pro,general_qa,True,20,5,100,False,4,11.2
user_00740,2024-01-14,2024-03-14,free,general_qa,False,0,2,0,True,4,3.9
user_00741,2024-01-18,2024-05-17,pro,writing,True,30,4,120,True,9,4.5
user_00742,2024-03-27,2024-05-26,pro,general_qa,True,30,2,60,True,5,4.8
user_00743,2024-02-26,2024-05-26,free,data_analysis,False,0,3,0,True,7,8.0
user_00744,2024-02-25,2024-06-01,free,data_analysis,False,0,8,0,False,8,3.5
user_00745,2024-03-05,2024-05-04,pro,general_qa,True,25,2,50,True,11,3.3
user_00746,2024-01-06,2024-05-05,free,coding,False,0,4,0,True,4,3.3
user_00747,2024-03-08,2024-06-01,free,writing,False,0,3,0,False,7,4.7
user_00748,2024-02-15,2024-06-01,free,data_analysis,False,0,8,0,False,5,4.5
user_00749,2024-02-25,2024-06-01,free,coding,False,0,5,0,False,8,8.1
user_00750,2024-02-19,2024-06-01,pro,writing,True,30,7,210,False,5,3.7
user_00751,2024-03-30,2024-06-01,free,data_analysis,False,0,9,0,False,5,5.5
user_00752,2024-03-25,2024-06-01,pro,writing,True,20,5,100,False,6,2.6
user_00753,2024-02-19,2024-06-01,pro,writing,True,25,7,175,False,4,4.9
user_00754,2024-02-18,2024-06-01,free,writing,False,0,5,0,False,6,8.8
user_00755,2024-01-28,2024-03-28,pro,coding,True,30,2,60,True,10,5.4
user_00756,2024-03-14,2024-05-13,free,writing,False,0,2,0,True,5,1.3
user_00757,2024-02-02,2024-06-01,enterprise,data_analysis,True,75,9,675,False,10,4.6
user_00758,2024-02-10,2024-06-01,pro,general_qa,True,20,8,160,False,10,11.4
user_00759,2024-02-11,2024-06-01,free,writing,False,0,6,0,False,2,4.2
user_00760,2024-01-18,2024-06-01,pro,coding,True,20,9,180,False,6,1.6
user_00761,2024-01-24,2024-06-01,free,coding,False,0,7,0,False,4,4.3
user_00762,2024-02-19,2024-06-01,free,writing,False,0,6,0,False,4,1.7
user_00763,2024-01-29,2024-04-28,pro,general_qa,True,25,3,75,True,5,4.8
user_00764,2024-01-19,2024-06-01,free,writing,False,0,8,0,False,4,5.6
user_00765,2024-01-01,2024-04-30,pro,general_qa,True,25,4,100,True,6,10.8
user_00766,2024-03-14,2024-06-01,free,writing,False,0,8,0,False,6,9.3
user_00767,2024-03-07,2024-06-01,enterprise,writing,True,75,8,600,False,6,5.2
user_00768,2024-01-10,2024-04-09,enterprise,coding,True,50,3,150,True,8,2.9
user_00769,2024-01-12,2024-02-11,pro,general_qa,True,20,1,20,True,9,3.8
user_00770,2024-02-23,2024-06-01,free,data_analysis,False,0,12,0,False,6,7.7
user_00771,2024-03-13,2024-06-01,free,data_analysis,False,0,6,0,False,6,6.9
user_00772,2024-03-18,2024-06-01,free,general_qa,False,0,10,0,False,7,2.9
user_00773,2024-02-28,2024-05-28,free,general_qa,False,0,3,0,True,11,5.8
user_00774,2024-01-30,2024-05-29,free,coding,False,0,4,0,True,10,3.0
user_00775,2024-02-20,2024-04-20,free,coding,False,0,2,0,True,10,2.2
user_00776,2024-01-13,2024-03-13,pro,coding,True,20,2,40,True,6,3.6
user_00777,2024-01-17,2024-06-01,free,writing,False,0,5,0,False,6,4.3
user_00778,2024-03-24,2024-05-23,pro,data_analysis,True,30,2,60,True,5,7.1
user_00779,2024-01-25,2024-06-01,pro,general_qa,True,30,8,240,False,6,8.0
user_00780,2024-03-12,2024-06-01,enterprise,writing,True,75,7,525,False,6,3.6
user_00781,2024-01-31,2024-06-01,free,data_analysis,False,0,9,0,False,5,3.5
user_00782,2024-02-17,2024-05-17,pro,general_qa,True,25,3,75,True,10,4.3
user_00783,2024-02-28,2024-06-01,pro,writing,True,25,4,100,False,9,1.3
user_00784,2024-02-23,2024-03-24,free,writing,False,0,1,0,True,8,1.9
user_00785,2024-02-13,2024-06-01,free,writing,False,0,7,0,False,4,2.7
user_00786,2024-03-09,2024-06-01,pro,writing,True,20,6,120,False,6,2.1
user_00787,2024-02-10,2024-06-01,pro,coding,True,25,5,125,False,5,6.1
user_00788,2024-03-11,2024-06-01,free,general_qa,False,0,4,0,False,11,6.3
user_00789,2024-03-09,2024-06-01,free,coding,False,0,7,0,False,5,2.1
user_00790,2024-02-03,2024-05-03,pro,data_analysis,True,30,3,90,True,4,3.8
user_00791,2024-03-29,2024-04-28,free,general_qa,False,0,1,0,True,12,4.2
user_00792,2024-02-11,2024-06-01,free,data_analysis,False,0,9,0,False,7,3.0
user_00793,2024-03-13,2024-06-01,free,writing,False,0,3,0,False,5,2.4
user_00794,2024-01-20,2024-04-19,pro,data_analysis,True,25,3,75,True,4,2.5
user_00795,2024-02-19,2024-06-01,pro,writing,True,25,6,150,False,4,5.5
user_00796,2024-02-21,2024-04-21,free,coding,False,0,2,0,True,8,4.4
user_00797,2024-03-28,2024-06-01,free,writing,False,0,5,0,False,6,3.4
user_00798,2024-03-27,2024-06-01,free,coding,False,0,6,0,False,6,2.1
user_00799,2024-01-23,2024-05-22,enterprise,writing,True,75,4,300,True,6,9.8
user_00800,2024-01-24,2024-06-01,free,writing,False,0,7,0,False,6,6.3
user_00801,2024-03-03,2024-05-02,free,coding,False,0,2,0,True,7,5.8
user_00802,2024-02-05,2024-04-05,enterprise,general_qa,True,100,2,200,True,8,6.7
user_00803,2024-02-05,2024-06-01,free,data_analysis,False,0,4,0,False,5,6.4
user_00804,2024-01-15,2024-06-01,free,data_analysis,False,0,5,0,False,5,2.2
user_00805,2024-01-20,2024-06-01,free,writing,False,0,7,0,False,2,4.5
user_00806,2024-01-27,2024-05-26,free,data_analysis,False,0,4,0,True,9,12.0
user_00807,2024-01-10,2024-06-01,enterprise,coding,True,100,7,700,False,9,2.9
user_00808,2024-02-01,2024-06-01,free,writing,False,0,10,0,False,9,2.2
user_00809,2024-03-14,2024-06-01,free,data_analysis,False,0,3,0,False,12,3.3
user_00810,2024-03-27,2024-06-01,pro,coding,True,20,3,60,False,9,3.6
user_00811,2024-01-06,2024-06-01,pro,writing,True,20,12,240,False,5,3.3
user_00812,2024-02-27,2024-06-01,free,general_qa,False,0,10,0,False,5,3.8
user_00813,2024-02-18,2024-06-01,pro,data_analysis,True,20,5,100,False,5,9.7
user_00814,2024-02-04,2024-06-01,free,data_analysis,False,0,7,0,False,4,2.6
user_00815,2024-02-10,2024-06-01,pro,coding,True,25,9,225,False,6,9.1
user_00816,2024-01-25,2024-06-01,pro,general_qa,True,20,7,140,False,8,2.5
user_00817,2024-03-22,2024-04-21,pro,general_qa,True,25,1,25,True,10,3.6
user_00818,2024-02-19,2024-06-01,pro,coding,True,20,8,160,False,5,7.7
user_00819,2024-01-09,2024-06-01,free,data_analysis,False,0,5,0,False,7,3.5
user_00820,2024-02-21,2024-06-01,free,coding,False,0,10,0,False,7,5.4
user_00821,2024-03-15,2024-06-01,free,data_analysis,False,0,3,0,False,6,15.4
user_00822,2024-01-24,2024-06-01,free,general_qa,False,0,8,0,False,8,6.2
user_00823,2024-03-29,2024-06-01,free,coding,False,0,8,0,False,5,3.0
user_00824,2024-02-26,2024-06-01,free,coding,False,0,12,0,False,12,8.5
user_00825,2024-01-27,2024-04-26,enterprise,coding,True,100,3,300,True,6,2.0
user_00826,2024-03-19,2024-06-01,free,data_analysis,False,0,9,0,False,10,8.0
user_00827,2024-02-09,2024-06-01,pro,coding,True,20,8,160,False,7,2.8
user_00828,2024-02-14,2024-06-01,free,general_qa,False,0,5,0,False,9,4.9
user_00829,2024-03-07,2024-04-06,pro,data_analysis,True,20,1,20,True,8,1.8
user_00830,2024-02-13,2024-05-13,free,writing,False,0,3,0,True,7,2.9
user_00831,2024-01-16,2024-02-15,pro,writing,True,25,1,25,True,7,7.6
user_00832,2024-01-18,2024-05-17,free,writing,False,0,4,0,True,11,3.0
user_00833,2024-03-01,2024-06-01,pro,data_analysis,True,20,5,100,False,5,9.9
user_00834,2024-02-15,2024-06-01,pro,data_analysis,True,25,11,275,False,7,6.8
user_00835,2024-03-09,2024-06-01,pro,general_qa,True,20,3,60,False,8,3.8
user_00836,2024-01-28,2024-06-01,free,general_qa,False,0,6,0,False,9,10.6
user_00837,2024-03-07,2024-05-06,free,writing,False,0,2,0,True,12,2.8
user_00838,2024-02-23,2024-06-01,pro,coding,True,20,5,100,False,7,1.6
user_00839,2024-02-08,2024-06-01,pro,data_analysis,True,20,5,100,False,6,4.8
user_00840,2024-02-01,2024-05-31,pro,writing,True,20,4,80,True,3,4.1
user_00841,2024-02-12,2024-06-01,pro,coding,True,20,7,140,False,9,4.0
user_00842,2024-03-27,2024-06-01,free,writing,False,0,5,0,False,8,4.1
user_00843,2024-03-05,2024-06-01,enterprise,data_analysis,True,100,5,500,False,7,10.5
user_00844,2024-03-16,2024-06-01,free,writing,False,0,7,0,False,7,10.8
user_00845,2024-02-07,2024-06-01,free,writing,False,0,9,0,False,8,13.9
user_00846,2024-01-24,2024-06-01,free,general_qa,False,0,5,0,False,8,5.6
user_00847,2024-02-25,2024-06-01,pro,coding,True,25,4,100,False,7,8.0
user_00848,2024-01-08,2024-05-07,free,coding,False,0,4,0,True,5,8.4
user_00849,2024-01-21,2024-02-20,free,data_analysis,False,0,1,0,True,5,6.5
user_00850,2024-01-07,2024-03-07,free,coding,False,0,2,0,True,8,4.4
user_00851,2024-03-28,2024-06-01,enterprise,coding,True,100,8,800,False,6,6.7
user_00852,2024-02-01,2024-05-01,enterprise,general_qa,True,100,3,300,True,6,1.5
user_00853,2024-03-21,2024-06-01,enterprise,coding,True,50,6,300,False,7,12.5
user_00854,2024-03-12,2024-06-01,pro,writing,True,30,8,240,False,5,3.9
user_00855,2024-02-10,2024-06-01,pro,general_qa,True,20,7,140,False,6,3.1
user_00856,2024-02-19,2024-06-01,free,writing,False,0,9,0,False,6,6.7
user_00857,2024-01-21,2024-03-21,free,writing,False,0,2,0,True,9,7.4
user_00858,2024-03-17,2024-06-01,pro,general_qa,True,20,7,140,False,7,4.2
user_00859,2024-03-24,2024-06-01,free,writing,False,0,7,0,False,5,5.7
user_00860,2024-01-06,2024-04-05,free,general_qa,False,0,3,0,True,5,6.2
user_00861,2024-01-15,2024-06-01,free,general_qa,False,0,9,0,False,3,2.8
user_00862,2024-03-19,2024-06-01,enterprise,coding,True,75,5,375,False,6,3.2
user_00863,2024-02-25,2024-06-01,free,general_qa,False,0,10,0,False,8,2.6
user_00864,2024-03-21,2024-06-01,free,data_analysis,False,0,3,0,False,7,5.8
user_00865,2024-01-12,2024-06-01,enterprise,writing,True,50,6,300,False,6,3.5
user_00866,2024-02-20,2024-06-01,pro,writing,True,20,8,160,False,9,8.2
user_00867,2024-01-29,2024-05-28,free,general_qa,False,0,4,0,True,12,9.6
user_00868,2024-01-29,2024-06-01,free,general_qa,False,0,9,0,False,7,1.9
user_00869,2024-01-01,2024-01-31,free,data_analysis,False,0,1,0,True,4,3.5
user_00870,2024-02-19,2024-06-01,free,coding,False,0,6,0,False,7,2.5
user_00871,2024-03-20,2024-06-01,free,general_qa,False,0,4,0,False,7,4.3
user_00872,2024-01-18,2024-06-01,pro,coding,True,25,11,275,False,6,5.2
user_00873,2024-02-28,2024-03-29,pro,writing,True,20,1,20,True,3,3.1
user_00874,2024-03-12,2024-06-01,pro,writing,True,20,5,100,False,9,2.3
user_00875,2024-02-18,2024-06-01,free,general_qa,False,0,4,0,False,10,4.5
user_00876,2024-03-03,2024-06-01,free,general_qa,False,0,6,0,False,12,4.6
user_00877,2024-03-20,2024-04-19,pro,writing,True,20,1,20,True,11,2.5
user_00878,2024-01-25,2024-06-01,enterprise,data_analysis,True,75,5,375,False,5,2.7
user_00879,2024-02-02,2024-04-02,free,data_analysis,False,0,2,0,True,4,8.2
user_00880,2024-02-10,2024-05-10,free,writing,False,0,3,0,True,9,10.4
user_00881,2024-02-08,2024-06-01,enterprise,data_analysis,True,75,12,900,False,8,1.9
user_00882,2024-02-13,2024-06-01,free,general_qa,False,0,9,0,False,3,4.2
user_00883,2024-01-08,2024-06-01,pro,coding,True,20,5,100,False,9,3.9
user_00884,2024-03-02,2024-06-01,pro,general_qa,True,30,5,150,False,2,6.3
user_00885,2024-02-01,2024-05-01,free,data_analysis,False,0,3,0,True,8,3.7
user_00886,2024-02-03,2024-06-01,free,general_qa,False,0,7,0,False,6,4.4
user_00887,2024-01-20,2024-06-01,free,data_analysis,False,0,5,0,False,9,1.2
user_00888,2024-02-19,2024-06-01,pro,general_qa,True,20,5,100,False,6,4.6
user_00889,2024-01-08,2024-05-07,free,general_qa,False,0,4,0,True,5,3.8
user_00890,2024-01-05,2024-02-04,free,writing,False,0,1,0,True,8,3.7
user_00891,2024-02-19,2024-06-01,free,data_analysis,False,0,9,0,False,10,3.3
user_00892,2024-01-31,2024-05-30,free,coding,False,0,4,0,True,8,5.6
user_00893,2024-03-18,2024-06-01,free,data_analysis,False,0,7,0,False,10,14.6
user_00894,2024-01-03,2024-06-01,pro,general_qa,True,20,6,120,False,5,2.6
user_00895,2024-02-11,2024-05-11,free,general_qa,False,0,3,0,True,3,2.1
user_00896,2024-01-12,2024-03-12,enterprise,coding,True,50,2,100,True,6,4.0
user_00897,2024-03-03,2024-06-01,free,general_qa,False,0,4,0,False,6,2.2
user_00898,2024-01-18,2024-04-17,free,coding,False,0,3,0,True,5,2.8
user_00899,2024-01-28,2024-06-01,free,writing,False,0,7,0,False,7,6.6
user_00900,2024-03-13,2024-06-01,free,general_qa,False,0,5,0,False,4,3.6
user_00901,2024-02-07,2024-04-07,enterprise,general_qa,True,50,2,100,True,5,4.9
user_00902,2024-02-03,2024-05-03,free,data_analysis,False,0,3,0,True,4,5.6
user_00903,2024-01-23,2024-05-22,enterprise,writing,True,50,4,200,True,9,4.4
user_00904,2024-02-11,2024-06-01,free,data_analysis,False,0,9,0,False,8,2.7
user_00905,2024-01-01,2024-06-01,free,general_qa,False,0,11,0,False,9,5.3
user_00906,2024-02-03,2024-04-03,free,data_analysis,False,0,2,0,True,10,8.9
user_00907,2024-03-25,2024-06-01,free,general_qa,False,0,3,0,False,4,3.2
user_00908,2024-01-23,2024-05-22,pro,writing,True,20,4,80,True,7,4.9
user_00909,2024-03-09,2024-06-01,pro,general_qa,True,25,11,275,False,6,2.9
user_00910,2024-02-01,2024-06-01,pro,data_analysis,True,25,7,175,False,5,8.1
user_00911,2024-02-21,2024-06-01,free,writing,False,0,8,0,False,7,4.4
user_00912,2024-01-08,2024-06-01,free,general_qa,False,0,5,0,False,6,4.3
user_00913,2024-02-25,2024-04-25,free,data_analysis,False,0,2,0,True,8,2.6
user_00914,2024-01-06,2024-03-06,pro,general_qa,True,30,2,60,True,6,2.8
user_00915,2024-01-10,2024-06-01,pro,data_analysis,True,25,6,150,False,9,4.0
user_00916,2024-02-10,2024-06-01,enterprise,coding,True,75,9,675,False,5,5.2
user_00917,2024-01-03,2024-06-01,pro,coding,True,20,8,160,False,7,8.5
user_00918,2024-01-28,2024-05-27,free,writing,False,0,4,0,True,9,8.0
user_00919,2024-03-04,2024-06-01,free,data_analysis,False,0,5,0,False,5,1.9
user_00920,2024-03-25,2024-06-01,pro,data_analysis,True,25,10,250,False,8,7.3
user_00921,2024-02-04,2024-06-01,free,coding,False,0,9,0,False,3,3.0
user_00922,2024-01-23,2024-06-01,pro,writing,True,30,5,150,False,8,2.5
user_00923,2024-03-28,2024-04-27,pro,writing,True,25,1,25,True,4,4.4
user_00924,2024-03-24,2024-06-01,free,writing,False,0,3,0,False,8,6.1
user_00925,2024-03-24,2024-05-23,pro,writing,True,20,2,40,True,7,8.0
user_00926,2024-01-12,2024-06-01,free,writing,False,0,6,0,False,8,4.5
user_00927,2024-01-11,2024-03-11,pro,writing,True,20,2,40,True,7,9.8
user_00928,2024-03-29,2024-06-01,free,data_analysis,False,0,9,0,False,9,3.1
user_00929,2024-03-29,2024-05-28,free,coding,False,0,2,0,True,8,4.9
user_00930,2024-01-30,2024-04-29,pro,coding,True,30,3,90,True,6,6.3
user_00931,2024-03-22,2024-04-21,free,general_qa,False,0,1,0,True,7,1.4
user_00932,2024-01-14,2024-02-13,free,general_qa,False,0,1,0,True,5,2.2
user_00933,2024-03-07,2024-06-01,pro,coding,True,20,4,80,False,8,4.0
user_00934,2024-02-08,2024-06-01,free,writing,False,0,8,0,False,8,1.8
user_00935,2024-03-21,2024-06-01,free,coding,False,0,6,0,False,9,5.5
user_00936,2024-03-19,2024-06-01,free,data_analysis,False,0,3,0,False,12,2.7
user_00937,2024-01-06,2024-03-06,free,coding,False,0,2,0,True,5,5.8
user_00938,2024-03-18,2024-06-01,free,writing,False,0,3,0,False,6,1.9
user_00939,2024-02-26,2024-04-26,free,coding,False,0,2,0,True,6,7.6
user_00940,2024-03-21,2024-06-01,free,coding,False,0,4,0,False,12,4.1
user_00941,2024-03-21,2024-06-01,free,coding,False,0,9,0,False,7,4.5
user_00942,2024-01-08,2024-03-08,free,data_analysis,False,0,2,0,True,7,18.1
user_00943,2024-01-02,2024-06-01,pro,writing,True,25,12,300,False,9,2.8
user_00944,2024-01-24,2024-03-24,free,data_analysis,False,0,2,0,True,5,2.1
user_00945,2024-03-16,2024-06-01,free,writing,False,0,4,0,False,9,6.4
user_00946,2024-02-23,2024-06-01,free,coding,False,0,6,0,False,12,4.9
user_00947,2024-01-12,2024-05-11,pro,general_qa,True,30,4,120,True,8,1.4
user_00948,2024-03-22,2024-06-01,free,coding,False,0,12,0,False,6,2.6
user_00949,2024-01-09,2024-05-08,free,general_qa,False,0,4,0,True,5,4.5
user_00950,2024-03-05,2024-06-01,pro,general_qa,True,30,9,270,False,3,1.4
user_00951,2024-02-01,2024-06-01,pro,writing,True,20,6,120,False,8,2.6
user_00952,2024-01-09,2024-06-01,pro,general_qa,True,30,9,270,False,9,4.9
user_00953,2024-02-06,2024-06-01,free,writing,False,0,4,0,False,5,4.5
user_00954,2024-02-26,2024-06-01,free,coding,False,0,5,0,False,8,8.4
user_00955,2024-01-22,2024-06-01,free,data_analysis,False,0,9,0,False,7,2.9
user_00956,2024-01-05,2024-06-01,enterprise,general_qa,True,75,5,375,False,6,4.4
user_00957,2024-03-28,2024-06-01,free,coding,False,0,4,0,False,5,3.8
user_00958,2024-03-11,2024-06-01,pro,data_analysis,True,25,4,100,False,7,3.0
user_00959,2024-01-22,2024-02-21,pro,data_analysis,True,30,1,30,True,6,2.0
user_00960,2024-03-24,2024-05-23,free,general_qa,False,0,2,0,True,6,2.2
user_00961,2024-01-21,2024-06-01,free,general_qa,False,0,8,0,False,6,3.6
user_00962,2024-01-07,2024-06-01,free,writing,False,0,6,0,False,5,8.9
user_00963,2024-01-05,2024-06-01,pro,writing,True,25,6,150,False,8,11.2
user_00964,2024-02-10,2024-06-01,free,data_analysis,False,0,4,0,False,6,11.6
user_00965,2024-03-02,2024-06-01,pro,coding,True,30,10,300,False,8,4.7
user_00966,2024-02-26,2024-06-01,free,writing,False,0,6,0,False,7,7.1
user_00967,2024-02-21,2024-03-22,pro,writing,True,20,1,20,True,3,1.2
user_00968,2024-01-19,2024-04-18,free,coding,False,0,3,0,True,7,4.1
user_00969,2024-02-05,2024-03-06,free,general_qa,False,0,1,0,True,6,3.9
user_00970,2024-02-04,2024-06-01,free,writing,False,0,4,0,False,5,4.1
user_00971,2024-02-09,2024-06-01,pro,writing,True,30,12,360,False,3,3.1
user_00972,2024-01-02,2024-02-01,free,data_analysis,False,0,1,0,True,6,10.7
user_00973,2024-01-21,2024-02-20,free,writing,False,0,1,0,True,4,3.2
user_00974,2024-03-16,2024-06-01,free,writing,False,0,7,0,False,7,3.3
user_00975,2024-03-21,2024-05-20,free,general_qa,False,0,2,0,True,10,5.6
user_00976,2024-01-13,2024-06-01,free,coding,False,0,8,0,False,6,10.9
user_00977,2024-03-15,2024-06-01,pro,general_qa,True,20,7,140,False,8,3.1
user_00978,2024-01-06,2024-06-01,free,writing,False,0,9,0,False,11,5.3
user_00979,2024-02-11,2024-06-01,free,coding,False,0,11,0,False,4,2.5
user_00980,2024-03-18,2024-06-01,pro,writing,True,20,8,160,False,4,5.1
user_00981,2024-02-07,2024-06-01,pro,writing,True,20,8,160,False,5,5.9
user_00982,2024-01-21,2024-06-01,free,general_qa,False,0,7,0,False,8,8.3
user_00983,2024-03-26,2024-06-01,free,data_analysis,False,0,3,0,False,6,2.1
user_00984,2024-02-18,2024-06-01,free,data_analysis,False,0,4,0,False,7,4.3
user_00985,2024-01-08,2024-02-07,free,coding,False,0,1,0,True,9,4.2
user_00986,2024-03-18,2024-06-01,free,data_analysis,False,0,3,0,False,13,5.0
user_00987,2024-03-04,2024-06-01,free,writing,False,0,3,0,False,7,3.9
user_00988,2024-03-13,2024-06-01,free,writing,False,0,5,0,False,6,3.0
user_00989,2024-02-22,2024-06-01,free,writing,False,0,9,0,False,4,8.5
user_00990,2024-01-23,2024-04-22,free,general_qa,False,0,3,0,True,8,3.3
user_00991,2024-01-16,2024-05-15,free,writing,False,0,4,0,True,5,7.6
user_00992,2024-01-11,2024-06-01,enterprise,general_qa,True,75,11,825,False,11,6.3
user_00993,2024-03-17,2024-06-01,enterprise,writing,True,50,6,300,False,12,4.4
user_00994,2024-01-16,2024-06-01,pro,writing,True,20,7,140,False,8,11.2
user_00995,2024-03-21,2024-06-01,free,general_qa,False,0,5,0,False,5,8.2
user_00996,2024-02-11,2024-06-01,pro,general_qa,True,20,8,160,False,6,5.4
user_00997,2024-01-02,2024-06-01,free,writing,False,0,7,0,False,9,3.6
user_00998,2024-03-02,2024-06-01,enterprise,writing,True,75,8,600,False,8,4.7
user_00999,2024-01-29,2024-06-01,enterprise,writing,True,50,6,300,False,4,4.9
user_01000,2024-02-28,2024-06-01,pro,writing,True,20,6,120,False,6,5.0
user_01001,2024-03-18,2024-06-01,free,writing,False,0,5,0,False,7,3.5
user_01002,2024-02-02,2024-06-01,free,writing,False,0,7,0,False,7,3.5
user_01003,2024-02-17,2024-06-01,free,general_qa,False,0,7,0,False,12,4.0
user_01004,2024-01-21,2024-04-20,free,general_qa,False,0,3,0,True,10,2.5
user_01005,2024-03-18,2024-06-01,free,writing,False,0,5,0,False,9,2.3
user_01006,2024-01-12,2024-06-01,enterprise,general_qa,True,100,5,500,False,8,7.6
user_01007,2024-02-03,2024-06-01,free,writing,False,0,5,0,False,6,4.7
user_01008,2024-02-25,2024-06-01,pro,coding,True,20,6,120,False,12,3.1
user_01009,2024-01-02,2024-06-01,enterprise,writing,True,75,7,525,False,8,9.2
user_01010,2024-02-02,2024-06-01,free,general_qa,False,0,6,0,False,7,2.3
